procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,total_cost_inr,cost_per_kg
MDM010114,2026-01-13,SCH0277,Goyal Mill,Wheat,58.9,kg,1767,Pending,58.9,1767.0,30.0
MDM002352,2025-09-13,S0427,Singh Brothers,Pulses,40.5,Kgs,"Rs. 3,645",Paid,40.5,0.3645,0.009
MDM011134,2025-09-10,SCH0166,S. Agro Works,Wheat,25.3 kg,,759,Pending,25.3,759.0,30.0
MDM000458,2025-11-29,SCH0122,Goyal Rice Mill,Pulses,0.8859999999999999,Bags,"₹3,987",Paid,44.3,3987.0,90.0
MDM007587,2026-03-18,SCH0539,Singh Brothers,Pulses,48500,Grams,"Rs. 4,365",Pending,48.5,0.4365,0.009
MDM011249,2025-06-07,SCH0039,Goyal Enterprises,Pulses,0.446,bags,,Pending,22.3,0.0,0.0
MDM001040,2025-08-09,0361,Sharma Traders,Rice,32.7 kg,,"1,308/-",Pending,32.7,1308.0,40.0
MDM003373,2026-01-07,SCH0216,Sharma Traders,Edible Oil,11.8,kg,1416,Paid,11.8,1416.0,119.99999999999999
MDM004605,2025-08-26,SCH0125,Goyal Enterprises,Pulses,14.6,Kgs,1314,Pending,14.6,1314.0,90.0
MDM011853,2025-04-24,SCH0497,Kumar General Store,Rice,,,1324,Pending,0.0,1324.0,0.0
MDM004157,2025-10-10,SCH0453,Goyal Enterprises,Edible Oil,25500,grams,"₹3,060",Pending,25.5,3060.0,120.0
MDM001044,2026-01-14,S0488,Goyal Rice Mill,Wheat,1.118,Bori,1677,Pending,55.900000000000006,1677.0,29.999999999999996
MDM010514,2025-10-12,SCH0319,Kumar & Co.,Wheat,11500,grams,345,Pending,11.5,345.0,30.0
MDM000100,2025-07-08,SCH0409,Goyal Rice Mill,Edible Oil,,,"5,700/-",Pending,0.0,5700.0,0.0
MDM005818,2025-10-21,SCH0295,Goyal Rice Mill,Edible Oil,48.2 kg,,"Rs. 5,784",Paid,48.2,0.5784,0.012
MDM011621,2025-12-04,SCH0539,Sharma Traders,Pulses,,,"Rs. 3,447",Paid,0.0,0.3447,0.0
MDM006619,2025-07-06,SCH0043,Singh Agro,Rice,,,1084,Paid,0.0,1084.0,0.0
MDM002020,2025-11-28,SCH0439,Goyal Enterprises,Pulses,55900,Grams,5031,Pending,55.9,5031.0,90.0
MDM010402,2025-07-15,SCH0378,Kumar & Co.,Edible Oil,46.1,KG,"5,532/-",Paid,46.1,5532.0,120.0
MDM009864,2025-10-21,0118,Sharma Traders,Edible Oil,0.782,Bags,"Rs. 4,692",Pending,39.1,0.4692,0.012
MDM008538,2025-05-18,SCH0541,Singh Agro,Rice,12900,Grams,Rs. 516,Paid,12.9,0.516,0.04
MDM005841,2025-07-25,SCH0468,Sharma Traders,Atta,0.9059999999999999,bags,"Rs. 1,359",Pending,45.3,0.1359,0.003
MDM004025,2025-07-04,SCH0546,Kumar General Store,Lentils,42.7,KGS,"Rs. 3,843",Pending,42.7,0.3843,0.009
MDM004554,2025-10-04,0539,Kumar & Co.,Rice,,,1796,Pending,0.0,1796.0,0.0
MDM007721,2025-09-09,S0234,S. Agro Works,Wheat,0.684,Sacks,"₹1,026",Pending,34.2,1026.0,29.999999999999996
MDM002151,2026-03-27,SCH0019,Sharma Traders,Wheat,40400,grams,"1,212/-",Pending,40.4,1212.0,30.0
MDM004246,2025-12-11,SCH0585,Singh Brothers,Wheat,41.6 kg,,"1,248/-",Paid,41.6,1248.0,30.0
MDM009847,2026-01-17,SCH0314,Goyal Rice Mill,Pulses,10.9 kg,,,Pending,10.9,0.0,0.0
MDM007175,2025-10-06,S0545,Goyal Rice Mill,Rice,36.0 kg,,"Rs. 1,440",Pending,36.0,0.144,0.004
MDM005280,2025-02-07,SCH0457,Sharma Traders,Edible Oil,,,5088,Paid,0.0,5088.0,0.0
MDM004499,2025-09-27,0264,Kumar Supplies,Pulses,42.3,KG,3806,Paid,42.3,3806.0,89.97635933806147
MDM009564,2025-12-06,SCH0227,Sharma Traders,Edible Oil,15.5 kg,,1860,Pending,15.5,1860.0,120.0
MDM006182,2025-02-11,SCH0311,Sharma Traders,Rice,22.1,kg,,Pending,22.1,0.0,0.0
MDM003283,2025-10-29,SCH0323,Sharma Traders,Atta,1.01,Bags,"1,515/-",Pending,50.5,1515.0,30.0
MDM011056,2025-10-12,0079,Singh Agro,Rice,21600,Grams,Rs. 864,Pending,21.6,0.864,0.039999999999999994
MDM006663,2025-11-28,SCH0056,Sharma Traders,Rice,0.352,Sacks,704,Paid,17.599999999999998,704.0,40.00000000000001
MDM004920,2025-06-16,SCH0431,Kumar Supplies,Wheat,1.032,Sacks,"1,548/-",Pending,51.6,1548.0,30.0
MDM005991,2025-12-02,SCH0368,Singh Agro,Rice,30.4,Kgs,,Paid,30.4,0.0,0.0
MDM011229,2025-09-30,SCH0589,Kumar Supplies,Rice,42100,Grams,"Rs. 1,684",Pending,42.1,0.1684,0.004
MDM010619,2025-04-01,SCH0434,Sharma Traders,Edible Oil,52600,grams,6312,Paid,52.6,6312.0,120.0
MDM005782,2026-02-01,S0229,Goyal Mill,Edible Oil,34100,grams,"4,092/-",Pending,34.1,4092.0,120.0
MDM002251,2025-10-15,SCH0357,Singh Brothers,Rice,13.7 kg,,548,Pending,13.7,548.0,40.0
MDM008442,2025-04-23,SCH0598,Goyal Mill,Edible Oil,43700,grams,5244,Pending,43.7,5244.0,119.99999999999999
MDM007699,2025-07-25,SCH0598,Kumar & Co.,Wheat,,,Rs. 498,Pending,0.0,0.498,0.0
MDM001663,2025-01-08,0404,Singh Brothers,Pulses,38.2 kg,,"Rs. 3,438",Pending,38.2,0.3438,0.009
MDM001594,2025-10-31,SCH0481,Sharma Traders,Edible Oil,23500,grams,"₹2,820",Pending,23.5,2820.0,120.0
MDM002088,2026-02-26,SCH0208,Kumar General Store,Pulses,0.462,50kg Bags,"Rs. 2,079",Paid,23.1,0.2079,0.009
MDM002583,2025-08-14,SCH0364,Singh Brothers,Edible Oil,0.26,50kg Bags,1560,Paid,13.0,1560.0,120.0
MDM006674,2025-08-18,SCH0588,Goyal Rice Mill,Edible Oil,10900,Grams,"Rs. 1,308",Paid,10.9,0.1308,0.012
MDM000361,2025-05-21,SCH0203,Goyal Mill,Pulses,0.232,Sacks,"1,044/-",Paid,11.600000000000001,1044.0,89.99999999999999
MDM006339,2026-03-30,SCH0218,S. Agro Works,Edible Oil,48.1 kg,,"Rs. 5,772",Pending,48.1,0.5772,0.012
MDM008762,2025-11-19,SCH0597,Kumar Supplies,Rice,44.8 kg,,"₹1,792",Pending,44.8,1792.0,40.0
MDM010486,2025-06-23,SCH0197,Sharma Traders,Edible Oil,0.948,Bags,5688,Pending,47.4,5688.0,120.0
MDM010641,2025-11-05,SCH0064,Sharma Traders,Atta,17500,Grams,525/-,Paid,17.5,525.0,30.0
MDM008804,2025-04-26,SCH0423,Singh Brothers,Pulses,10.2,KGS,,Pending,10.2,0.0,0.0
MDM009550,2026-02-03,SCH0345,Kumar General Store,Pulses,52.3,kg,"4,707/-",Pending,52.3,4707.0,90.0
MDM004149,2025-05-19,SCH0553,Kumar & Co.,Rice,0.866,bags,"1,732/-",Paid,43.3,1732.0,40.0
MDM000034,2025-04-06,SCH0352,Sharma Traders,Edible Oil,32600,grams,3912,Pending,32.6,3912.0,120.0
MDM007697,2025-05-21,SCH0424,Goyal Rice Mill,Pulses,,,"₹3,951",Paid,0.0,3951.0,0.0
MDM002311,2026-01-29,0146,Goyal Enterprises,Edible Oil,58900,g,7068,Pending,58.9,7068.0,120.0
MDM002143,2025-02-12,SCH0299,Kumar & Co.,Rice,0.8240000000000001,Bori,1648,Pending,41.2,1648.0,40.0
MDM009391,2025-12-02,SCH0226,Sharma Traders,Edible Oil,0.266,50kg Bags,"Rs. 1,596",Pending,13.3,0.1596,0.011999999999999999
MDM011455,2025-09-29,SCH0588,Sharma Traders,Wheat,,,Rs. 843,Paid,0.0,0.843,0.0
MDM008537,2026-01-13,SCH0572,Kumar General Store,Rice,55.7,KGS,"₹2,228",Pending,55.7,2228.0,40.0
MDM000103,2025-06-15,SCH0194,Singh Brothers,Edible Oil,15.6 kg,,"Rs. 1,872",Pending,15.6,0.1872,0.012
MDM003529,2026-01-18,0288,Goyal Rice Mill,Rice,47.6,Kgs,1904,Paid,47.6,1904.0,40.0
MDM010480,2025-06-18,SCH0180,Goyal Enterprises,Wheat,0.506,Bags,759,Pending,25.3,759.0,30.0
MDM005848,2026-03-14,SCH0436,Sharma Traders,Pulses,46.4,kg,"₹4,176",Paid,46.4,4176.0,90.0
MDM008575,2025-10-04,SCH0137,Kumar General Store,Wheat,42100,grams,"1,263/-",Pending,42.1,1263.0,30.0
MDM011890,2025-03-06,SCH0130,Kumar General Store,Pulses,0.9640000000000001,Bori,"₹4,338",Pending,48.2,4338.0,90.0
MDM004491,2025-06-07,SCH0194,Singh Brothers,Pulses,0.448,Bori,2015,Pending,22.400000000000002,2015.0,89.95535714285714
MDM003147,2026-03-04,SCH0568,Goyal Mill,Pulses,19.5 kg,,1755,Pending,19.5,1755.0,90.0
MDM007681,2025-04-23,S0513,Goyal Enterprises,Rice,51.9,Kgs,"Rs. 2,076",Paid,51.9,0.2076,0.004
MDM011079,2025-07-04,SCH0319,Sharma Traders,Wheat,33.1,kg,Rs. 993,Paid,33.1,0.993,0.03
MDM002145,2026-03-15,SCH0428,Sharma Traders,Lentils,38200,g,"3,438/-",Pending,38.2,3438.0,90.0
MDM004895,2025-06-27,SCH0257,Sharma Traders,Edible Oil,0.5820000000000001,Sacks,3492,Paid,29.100000000000005,3492.0,119.99999999999999
MDM001571,2025-08-13,SCH0036,Kumar Supplies,Edible Oil,,,"Rs. 4,536",Pending,0.0,0.4536,0.0
MDM010336,2025-05-25,SCH0148,Sharma Traders,Rice,31900,g,"Rs. 1,276",Pending,31.9,0.1276,0.004
MDM002577,2026-03-31,0189,Singh Agro,Pulses,23900,g,2151,Paid,23.9,2151.0,90.0
MDM007857,2025-10-07,S0297,Kumar General Store,Pulses,0.914,Bags,"₹4,113",Pending,45.7,4113.0,90.0
MDM000539,2025-10-10,SCH0160,Sharma Traders,Rice,50.6,KGS,"₹2,024",Pending,50.6,2024.0,40.0
MDM002240,2025-04-04,SCH0443,Sharma Traders,Wheat,23.7,KG,711,Pending,23.7,711.0,30.0
MDM002445,2025-12-02,SCH0424,Kumar General Store,Pulses,,,"Rs. 5,247",Paid,0.0,0.5247,0.0
MDM010732,2026-02-18,SCH0434,Sharma Traders,Edible Oil,0.348,Sacks,"Rs. 2,088",Pending,17.4,0.2088,0.012000000000000002
MDM009988,2025-06-28,SCH0544,S. Agro Works,Pulses,40200,grams,"3,618/-",Paid,40.2,3618.0,90.0
MDM000938,2025-11-04,SCH0288,Goyal Rice Mill,Pulses,43,Kgs,"₹3,870",Pending,43.0,3870.0,90.0
MDM000840,2025-09-11,SCH0053,Sharma Traders,Rice,33.7 kg,,1348,Paid,33.7,1348.0,40.0
MDM003947,2025-10-24,SCH0447,Kumar General Store,Edible Oil,18.6 kg,,"Rs. 2,232",Pending,18.6,0.2232,0.012
MDM004439,2025-08-27,SCH0297,Singh Brothers,Edible Oil,39.2,Kgs,4704,Paid,39.2,4704.0,119.99999999999999
MDM010713,2025-09-13,SCH0550,Singh Agro,Rice,,,"Rs. 2,268",Paid,0.0,0.2268,0.0
MDM005380,2025-08-07,S0192,S. Agro Works,Rice,59100,g,"₹2,364",Paid,59.1,2364.0,40.0
MDM004413,2026-12-02,SCH0329,Sharma Traders,Edible Oil,0.508,bags,"3,048/-",Paid,25.4,3048.0,120.0
MDM007541,2025-02-08,SCH0413,Goyal Enterprises,Edible Oil,59,KGS,"7,080/-",Pending,59.0,7080.0,120.0
MDM004784,2026-03-29,SCH0557,Goyal Mill,Wheat,14.1 kg,,Rs. 423,Pending,14.1,0.423,0.03
MDM002304,2025-12-11,SCH0498,Kumar Supplies,Edible Oil,10.4,kg,"Rs. 1,248",Pending,10.4,0.1248,0.011999999999999999
MDM010919,2025-05-26,SCH0406,Kumar General Store,Rice,0.61,bags,"₹1,220",Paid,30.5,1220.0,40.0
MDM006225,2026-03-05,SCH0551,Goyal Mill,Pulses,27200,grams,2448,Paid,27.2,2448.0,90.0
MDM003350,2025-05-17,SCH0522,Singh Agro,Edible Oil,0.728,bags,"Rs. 4,368",Paid,36.4,0.4368,0.012
MDM004036,2025-06-09,SCH0355,Sharma Traders,Rice,,,"₹1,676",Paid,0.0,1676.0,0.0
MDM005485,2025-06-29,SCH0422,Goyal Enterprises,Pulses,0.772,bags,3474,Pending,38.6,3474.0,90.0
MDM002983,2025-12-04,SCH0057,S. Agro Works,Atta,16.7 kg,,501,Paid,16.7,501.0,30.0
MDM011729,2026-06-03,SCH0311,S. Agro Works,Pulses,1.032,50kg Bags,"Rs. 4,644",Pending,51.6,0.4644,0.009
MDM008789,2026-03-12,SCH0368,Goyal Enterprises,Edible Oil,10.1 kg,,1212,Pending,10.1,1212.0,120.0
MDM006065,2026-01-10,SCH0469,Kumar & Co.,Edible Oil,16300,Grams,"1,956/-",Paid,16.3,1956.0,120.0
MDM011292,2026-03-03,0018,Singh Agro,Edible Oil,28.7,KG,"Rs. 3,444",Pending,28.7,0.3444,0.012
MDM002716,2026-03-30,SCH0094,Kumar Supplies,Wheat,0.9059999999999999,50kg Bags,"Rs. 1,359",Paid,45.3,0.1359,0.003
MDM011275,2025-10-27,SCH0399,Goyal Enterprises,Atta,,,420,Paid,0.0,420.0,0.0
MDM011325,2025-04-29,SCH0510,Goyal Rice Mill,Edible Oil,10600,grams,,Pending,10.6,0.0,0.0
MDM011560,2025-12-11,SCH0037,Goyal Enterprises,Edible Oil,23800,g,"₹2,856",Paid,23.8,2856.0,120.0
MDM001784,2025-04-10,SCH0535,Kumar Supplies,Rice,33.9 kg,,"Rs. 1,356",Paid,33.9,0.1356,0.004
MDM000358,2025-10-22,SCH0176,Kumar Supplies,Rice,,,"₹2,368",Pending,0.0,2368.0,0.0
MDM009283,2026-02-11,SCH0131,Kumar & Co.,Edible Oil,0.8420000000000001,50kg Bags,"5,052/-",Pending,42.1,5052.0,120.0
MDM003920,2026-03-05,SCH0098,Goyal Mill,Pulses,1.194,Bori,5373,Pending,59.699999999999996,5373.0,90.0
MDM005906,2025-09-18,S0406,Goyal Enterprises,Rice,0.5720000000000001,Bags,1144,Paid,28.6,1144.0,40.0
MDM007170,2025-11-24,S0079,Goyal Rice Mill,Pulses,,,2997,Pending,0.0,2997.0,0.0
MDM010409,2026-01-24,SCH0317,Kumar Supplies,Wheat,57900,grams,1737,Pending,57.9,1737.0,30.0
MDM000725,2025-04-24,SCH0136,Sharma Traders,Rice,,,"₹2,384",Paid,0.0,2384.0,0.0
MDM002255,2025-11-14,S0192,Goyal Rice Mill,Wheat,19500,g,585,Pending,19.5,585.0,30.0
MDM000150,2025-05-07,SCH0535,S. Agro Works,Pulses,24900,grams,2241,Pending,24.9,2241.0,90.0
MDM006854,2025-07-21,SCH0386,Goyal Mill,Edible Oil,51700,grams,6204,Paid,51.7,6204.0,120.0
MDM004852,2026-01-03,SCH0307,Singh Brothers,Edible Oil,19.7 kg,,"Rs. 2,364",Pending,19.7,0.2364,0.012
MDM002146,2025-02-09,SCH0549,Singh Brothers,Pulses,26.1,kg,2349,Pending,26.1,2349.0,90.0
MDM009166,2025-07-13,SCH0421,Singh Agro,Pulses,43500,grams,"Rs. 3,915",Paid,43.5,0.3915,0.009000000000000001
MDM004124,2026-01-05,SCH0177,Kumar Supplies,Wheat,,,Rs. 969,Pending,0.0,0.969,0.0
MDM010438,2025-12-26,SCH0482,Sharma Traders,Lentils,15,KG,"1,350/-",Pending,15.0,1350.0,90.0
MDM010379,2026-01-10,SCH0554,Sharma Traders,Wheat,1.144,bags,"1,716/-",Pending,57.199999999999996,1716.0,30.000000000000004
MDM001985,2025-06-28,SCH0004,Kumar General Store,Rice,56.8,Kgs,2272,Pending,56.8,2272.0,40.0
MDM011804,2025-04-07,SCH0321,Kumar General Store,Rice,38.6,kg,1544,Pending,38.6,1544.0,40.0
MDM008252,2025-07-09,SCH0175,Kumar & Co.,Wheat,10,KGS,,Pending,10.0,0.0,0.0
MDM005493,2025-06-13,SCH0567,Kumar General Store,Wheat,24.4 kg,,₹732,Paid,24.4,732.0,30.0
MDM008773,2025-04-25,S0347,Kumar & Co.,Rice,1.032,bags,2064,Pending,51.6,2064.0,40.0
MDM003657,2025-08-27,SCH0315,Sharma Traders,Edible Oil,,,2820,Pending,0.0,2820.0,0.0
MDM006780,2025-10-11,SCH0349,Goyal Enterprises,Rice,36.7 kg,,"Rs. 1,468",Pending,36.7,0.1468,0.004
MDM000334,2025-04-17,SCH0586,S. Agro Works,Edible Oil,0.244,Bori,"1,464/-",Paid,12.2,1464.0,120.0
MDM010159,2026-12-02,SCH0014,Sharma Traders,Rice,0.648,Bags,"Rs. 1,296",Pending,32.4,0.1296,0.004
MDM005710,2025-08-23,SCH0114,Sharma Traders,Rice,46.2,kg,"Rs. 1,848",Pending,46.2,0.1848,0.003999999999999999
MDM006144,2026-04-02,SCH0365,Goyal Enterprises,Edible Oil,57900,g,6948,Paid,57.9,6948.0,120.0
MDM010070,2025-01-11,0500,Kumar Supplies,Edible Oil,42000,g,"₹5,040",Pending,42.0,5040.0,120.0
MDM007371,2026-03-22,SCH0384,Kumar & Co.,Pulses,27400,Grams,2466,Pending,27.4,2466.0,90.0
MDM001702,2025-12-11,SCH0506,Goyal Enterprises,Edible Oil,42.1,kg,"₹5,052",Pending,42.1,5052.0,120.0
MDM008114,2025-06-07,SCH0389,Sharma Traders,Rice,,,"1,996/-",Pending,0.0,1996.0,0.0
MDM003525,2025-08-18,SCH0430,Goyal Mill,Rice,14,Kgs,560,Pending,14.0,560.0,40.0
MDM007338,2025-12-17,SCH0238,Sharma Traders,Edible Oil,48.8 kg,,"Rs. 5,856",Paid,48.8,0.5856,0.012
MDM004113,2025-10-15,SCH0412,Singh Brothers,Pulses,0.442,Bori,"1,989/-",Pending,22.1,1989.0,90.0
MDM001359,2025-08-18,SCH0405,Singh Brothers,Pulses,49.2,KG,"4,428/-",Paid,49.2,4428.0,90.0
MDM002272,2025-09-05,SCH0008,Kumar & Co.,Rice,59.4 kg,,"Rs. 2,376",Paid,59.4,0.2376,0.004
MDM009273,2026-01-27,SCH0113,Kumar Supplies,Wheat,,,501,Pending,0.0,501.0,0.0
MDM005362,2025-08-15,SCH0059,Kumar General Store,Rice,39.9,Kgs,1596,Paid,39.9,1596.0,40.0
MDM006836,2026-01-29,SCH0251,Singh Agro,Pulses,56300,g,"Rs. 5,067",Pending,56.3,0.5067,0.009000000000000001
MDM006748,2026-02-17,S0017,Sharma Traders,Rice,35600,g,"₹1,424",Pending,35.6,1424.0,40.0
MDM000291,2025-05-24,SCH0386,Kumar General Store,Edible Oil,,,6864,Pending,0.0,6864.0,0.0
MDM011802,2025-04-24,SCH0122,Sharma Traders,Rice,,,912/-,Pending,0.0,912.0,0.0
MDM001262,2025-10-26,S0307,Goyal Mill,Pulses,22.1,kg,1989,Pending,22.1,1989.0,90.0
MDM008687,2026-02-18,SCH0349,Sharma Traders,Rice,56300,grams,,Pending,56.3,0.0,0.0
MDM000968,2025-05-05,SCH0500,Sharma Traders,Wheat,58.7 kg,,1761,Pending,58.7,1761.0,30.0
MDM011792,2026-07-03,SCH0439,S. Agro Works,Rice,39200,g,,Paid,39.2,0.0,0.0
MDM008465,2025-04-14,SCH0136,Kumar Supplies,Edible Oil,0.722,Bags,4332,Pending,36.1,4332.0,120.0
MDM005080,2026-03-09,SCH0506,Sharma Traders,Edible Oil,32.9 kg,,"₹3,948",Paid,32.9,3948.0,120.0
MDM004418,2026-01-17,SCH0303,Singh Brothers,Edible Oil,,,"Rs. 1,404",Pending,0.0,0.1404,0.0
MDM005482,2026-02-19,SCH0483,Sharma Traders,Rice,11.5,KG,Rs. 460,Paid,11.5,0.46,0.04
MDM000071,2026-03-01,SCH0410,S. Agro Works,Rice,35,Kgs,"1,400/-",Paid,35.0,1400.0,40.0
MDM010191,2025-06-25,SCH0482,Kumar General Store,Lentils,22200,grams,"Rs. 1,998",Pending,22.2,0.1998,0.009000000000000001
MDM007357,2026-03-04,SCH0326,Sharma Traders,Wheat,,,1599,Paid,0.0,1599.0,0.0
MDM006827,2026-02-09,SCH0581,Goyal Mill,Edible Oil,59.7 kg,,7164,Paid,59.7,7164.0,120.0
MDM008411,2026-09-03,SCH0432,Goyal Enterprises,Rice,31000,g,1240,Pending,31.0,1240.0,40.0
MDM009418,2025-04-05,SCH0328,Goyal Enterprises,Wheat,11.3,Kgs,339/-,Paid,11.3,339.0,29.999999999999996
MDM001644,2026-06-02,SCH0477,Sharma Traders,Pulses,,,"1,863/-",Paid,0.0,1863.0,0.0
MDM002866,2025-05-02,SCH0084,Kumar & Co.,Wheat,0.7440000000000001,Sacks,"₹1,116",Pending,37.2,1116.0,29.999999999999996
MDM011854,2025-07-09,SCH0190,Kumar Supplies,Edible Oil,0.5539999999999999,Bori,"Rs. 3,324",Pending,27.699999999999996,0.3324,0.012
MDM003884,2026-02-24,SCH0200,Goyal Mill,Wheat,49.8 kg,,"₹1,494",Paid,49.8,1494.0,30.0
MDM011580,2025-11-14,SCH0202,Kumar General Store,Edible Oil,0.276,50kg Bags,1656,Paid,13.8,1656.0,120.0
MDM001079,2025-09-21,SCH0438,Kumar General Store,Edible Oil,11.8,Kgs,1416,Paid,11.8,1416.0,119.99999999999999
MDM010357,2025-11-01,SCH0437,Kumar Supplies,Atta,0.84,50kg Bags,"₹1,260",Pending,42.0,1260.0,30.0
MDM003422,2025-04-11,SCH0154,Kumar Supplies,Pulses,0.8320000000000001,Sacks,3744,Paid,41.6,3744.0,90.0
MDM002999,2025-04-19,SCH0546,Goyal Mill,Atta,0.638,Bori,Rs. 957,Pending,31.900000000000002,0.957,0.029999999999999995
MDM001158,2025-09-29,SCH0151,Goyal Mill,Edible Oil,,,1356,Paid,0.0,1356.0,0.0
MDM006086,2025-04-18,SCH0027,Singh Brothers,Atta,11100,Grams,333,Pending,11.1,333.0,30.0
MDM010799,2025-12-22,SCH0113,S. Agro Works,Wheat,,,"₹1,251",Pending,0.0,1251.0,0.0
MDM001237,2025-08-01,SCH0024,Singh Agro,Edible Oil,45300,grams,"₹5,436",Paid,45.3,5436.0,120.00000000000001
MDM008338,2026-05-02,SCH0082,Sharma Traders,Atta,18500,grams,555,Paid,18.5,555.0,30.0
MDM002128,2025-04-07,SCH0122,Goyal Mill,Lentils,,,5391,Pending,0.0,5391.0,0.0
MDM007387,2025-10-11,SCH0302,Singh Brothers,Wheat,,,873/-,Pending,0.0,873.0,0.0
MDM009084,2026-03-13,SCH0343,Goyal Enterprises,Edible Oil,36800,Grams,4416,Paid,36.8,4416.0,120.00000000000001
MDM000386,2025-06-10,SCH0390,Goyal Rice Mill,Rice,49700,grams,"₹1,988",Pending,49.7,1988.0,40.0
MDM004924,2025-11-02,SCH0036,Kumar Supplies,Pulses,0.858,Bori,3861,Paid,42.9,3861.0,90.0
MDM004342,2025-11-12,SCH0242,Sharma Traders,Rice,,,"₹2,200",Pending,0.0,2200.0,0.0
MDM005965,2026-01-18,SCH0242,Singh Brothers,Pulses,54200,grams,"₹4,878",Pending,54.2,4878.0,90.0
MDM004216,2025-06-28,SCH0333,Goyal Enterprises,Pulses,51.8,Kgs,"Rs. 4,662",Paid,51.8,0.4662,0.009000000000000001
MDM007079,2026-03-20,SCH0233,Goyal Enterprises,Rice,,,1620,Pending,0.0,1620.0,0.0
MDM003194,2025-04-26,SCH0183,Kumar Supplies,Pulses,0.632,50kg Bags,2844,Paid,31.6,2844.0,90.0
MDM003563,2025-10-17,SCH0157,Sharma Traders,Rice,20.2,kg,,Pending,20.2,0.0,0.0
MDM005027,2025-11-24,SCH0205,Singh Brothers,Pulses,22600,grams,2034,Pending,22.6,2034.0,90.0
MDM011076,2025-09-20,SCH0348,Kumar General Store,Wheat,,,₹675,Paid,0.0,675.0,0.0
MDM007509,2025-09-14,SCH0070,Kumar Supplies,Rice,14.6 kg,,584/-,Paid,14.6,584.0,40.0
MDM001431,2026-01-12,SCH0135,Sharma Traders,Edible Oil,22.1 kg,,2652,Paid,22.1,2652.0,119.99999999999999
MDM009569,2026-04-02,SCH0477,Singh Brothers,Rice,,,"₹2,140",Paid,0.0,2140.0,0.0
MDM005181,2025-05-10,S0084,Goyal Enterprises,Edible Oil,41.6,KGS,4992,Pending,41.6,4992.0,120.0
MDM000048,2025-10-26,SCH0504,Singh Brothers,Pulses,23500,grams,"2,115/-",Pending,23.5,2115.0,90.0
MDM001003,2026-03-23,SCH0551,Singh Brothers,Rice,1.044,50kg Bags,"Rs. 2,088",Pending,52.2,0.2088,0.004
MDM007220,2025-04-11,SCH0042,Sharma Traders,Edible Oil,0.772,bags,,Paid,38.6,0.0,0.0
MDM002617,2025-06-09,SCH0325,Kumar & Co.,Pulses,50900,grams,"₹4,581",Paid,50.9,4581.0,90.0
MDM004093,2025-09-02,SCH0409,Kumar & Co.,Rice,,,528,Pending,0.0,528.0,0.0
MDM010568,2025-09-19,SCH0405,Goyal Rice Mill,Pulses,15100,g,1359,Paid,15.1,1359.0,90.0
MDM005145,2026-12-01,SCH0276,Goyal Rice Mill,Edible Oil,28300,g,3396,Pending,28.3,3396.0,120.0
MDM003828,2025-06-13,SCH0237,Sharma Traders,Atta,0.496,Sacks,₹744,Pending,24.8,744.0,30.0
MDM000222,2025-10-04,SCH0176,Sharma Traders,Pulses,18600,grams,"1,674/-",Paid,18.6,1674.0,90.0
MDM000534,2025-05-01,0009,S. Agro Works,Rice,14200,grams,568,Pending,14.2,568.0,40.0
MDM003955,2025-10-16,SCH0600,Goyal Enterprises,Wheat,19.7,Kgs,591,Pending,19.7,591.0,30.0
MDM009659,2025-07-31,SCH0481,Goyal Enterprises,Edible Oil,20.6 kg,,"2,472/-",Paid,20.6,2472.0,119.99999999999999
MDM003234,2025-02-11,SCH0376,Goyal Mill,Edible Oil,0.496,Bori,"₹2,976",Pending,24.8,2976.0,120.0
MDM000612,2025-10-18,SCH0209,Goyal Mill,Edible Oil,57000,g,"Rs. 6,840",Paid,57.0,0.684,0.012
MDM002520,2025-04-26,SCH0080,Kumar General Store,Wheat,50.8 kg,,"₹1,524",Paid,50.8,1524.0,30.0
MDM002341,2025-09-23,S0500,Kumar General Store,Wheat,32.3,KG,Rs. 969,Pending,32.3,0.969,0.030000000000000002
MDM000102,2025-04-04,S0316,Kumar & Co.,Pulses,40.5,KG,"₹3,645",Paid,40.5,3645.0,90.0
MDM011108,2025-05-21,SCH0323,Singh Agro,Lentils,39.7,KGS,"Rs. 3,573",Pending,39.7,0.3573,0.009
MDM008269,2025-06-24,SCH0390,Kumar & Co.,Wheat,33.1,KG,Rs. 993,Pending,33.1,0.993,0.03
MDM009749,2026-03-21,S0396,Singh Brothers,Edible Oil,0.662,Bags,3972,Paid,33.1,3972.0,120.0
MDM010640,2026-03-18,SCH0597,S. Agro Works,Edible Oil,56.9,kg,"₹6,828",Paid,56.9,6828.0,120.0
MDM011340,2025-04-19,SCH0151,Sharma Traders,Wheat,11.9,KGS,357,Pending,11.9,357.0,30.0
MDM010470,2025-08-27,0576,Kumar Supplies,Rice,39500,grams,1580,Pending,39.5,1580.0,40.0
MDM004711,2025-04-26,SCH0306,Goyal Mill,Atta,42.5,kg,1275,Paid,42.5,1275.0,30.0
MDM002378,2026-01-08,SCH0517,Kumar Supplies,Lentils,12,kg,"₹1,080",Pending,12.0,1080.0,90.0
MDM002689,2025-07-28,SCH0394,Kumar Supplies,Wheat,,,"1,578/-",Paid,0.0,1578.0,0.0
