procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status
MDM010732,2026-02-18,SCH0434,Sharma Traders Pvt Ltd,Mustard Oil,0.348,SACK,2088,Pending
MDM009988,2025-06-28,SCH0544,S. Agro Works,Dal,40200.0,G,3618,Paid
MDM000938,2025-04-11,SCH0288,Goyal Rice Mill,Dal,43.0,KG,3870,Pending
MDM000840,2025-09-11,SCH0053,Sharma Traders,Rice,,,1348,Paid
MDM003947,2025-10-24,SCH0447,Kumar General Store,Cooking Oil,,,2232,
MDM004439,2025-08-27,SCH0297,Singh Brothers,Mustard Oil,39.2,KG,4704,Paid
MDM010713,2025-09-13,SCH0550,Singh Agro,Rice,,,2268,Paid
MDM005380,2025-08-07,SCH0192,S. Agro Works,Rice,59100.0,G,2364,Cleared
MDM004413,2026-02-12,SCH0329,Sharma Traders,Mustard Oil,0.508,BAG,3048,Paid
MDM007541,2025-08-02,SCH0413,Goyal Enterprises,Cooking Oil,59.0,KG,7080,
MDM004784,2026-03-29,SCH0557,Goyal Mill,Wheat,,,423,Pending
MDM002304,2025-11-12,SCH0498,Kumar Supplies,oil,10.4,KG,1248,Due
MDM010919,2025-05-26,SCH0406,Kumar General Store,Rice,0.61,BAG,1220,Paid
MDM006225,2026-03-05,SCH0551,Goyal Mill,Dal,27200.0,G,2448,Cleared
MDM003350,2025-05-17,SCH0522,Singh Agro,Mustard Oil,0.728,BAG,4368,Cleared
MDM004036,2025-09-06,SCH0355,Sharma Traders Pvt Ltd,Rice,,,1676,Paid
MDM005485,2025-06-29,SCH0422,Goyal Enterprises,Dal,0.772,BAG,3474,Pending
MDM002983,2025-12-04,SCH0057,S. Agro Works,Atta,,,501,Cleared
MDM011729,2026-03-06,SCH0311,S. Agro Works,Dal,1.032,BAG_50KG,4644,Due
MDM008789,2026-03-12,SCH0368,Goyal Enterprises,oil,,,1212,Due
MDM006065,2026-01-10,SCH0469,Kumar & Co.,Mustard Oil,16300.0,G,1956,Cleared
MDM011292,2026-03-03,SCH0018,Singh Agro,Cooking Oil,28.7,KG,3444,
MDM002716,2026-03-30,SCH0094,Kumar Supplies,Wheat,0.9059999999999999,BAG_50KG,1359,Paid
MDM011275,2025-10-27,SCH0399,Goyal Enterprises,Atta,,,420,Paid
MDM011325,2025-04-29,SCH0510,Goyal Rice Mill,Mustard Oil,10600.0,G,,Pending
MDM011560,2025-12-11,SCH0037,Goyal Enterprises,Mustard Oil,23800.0,G,2856,Cleared
MDM001784,2025-04-10,SCH0535,Kumar Supplies,Rice,,,1356,Paid
MDM000358,2025-10-22,SCH0176,Kumar Supplies,Rice,,,2368,Pending
MDM009283,2026-02-11,SCH0131,Kumar & Co.,Mustard Oil,0.8420000000000001,BAG_50KG,5052,
MDM003920,2026-03-05,SCH0098,Goyal Mill,Dal,1.194,BORI,5373,
MDM005906,2025-09-18,SCH0406,Goyal Enterprises,Rice,0.5720000000000001,BAG,1144,Paid
MDM007170,2025-11-24,SCH0079,Goyal Rice Mill,Dal,,,2997,Due
MDM010409,2026-01-24,SCH0317,Kumar Supplies,Wheat,57900.0,G,1737,Due
MDM000725,2025-04-24,SCH0136,Sharma & Sons,Rice,,,2384,Cleared
MDM002255,2025-11-14,SCH0192,Goyal Rice Mill,Wheat,19500.0,G,585,Due
MDM000150,2025-05-07,SCH0535,S. Agro Works,Dal,24900.0,G,2241,Pending
MDM006854,2025-07-21,SCH0386,Goyal Mill,Mustard Oil,51700.0,G,6204,Paid
MDM004852,2026-01-03,SCH0307,Singh Brothers,Mustard Oil,,,2364,Pending
MDM002146,2025-09-02,SCH0549,Singh Brothers,Dal,26.1,KG,2349,
MDM009166,2025-07-13,SCH0421,Singh Agro,Dal,43500.0,G,3915,Paid
MDM004124,2026-01-05,SCH0177,Kumar Supplies,Wheat,,,969,
MDM010438,2025-12-26,SCH0482,Sharma Traders Pvt Ltd,Dal,15.0,KG,1350,
MDM010379,2026-01-10,SCH0554,Sharma Traders Pvt Ltd,Wheat,1.144,BAG,1716,Pending
MDM001985,2025-06-28,SCH0004,Kumar General Store,Rice,56.8,KG,2272,Pending
MDM011804,2025-07-04,SCH0321,Kumar General Store,Rice,38.6,KG,1544,Pending
MDM008252,2025-09-07,SCH0175,Kumar & Co.,Wheat,10.0,KG,,Pending
MDM005493,2025-06-13,SCH0567,Kumar General Store,Wheat,,,732,Paid
MDM008773,2025-04-25,SCH0347,Kumar & Co.,Rice,1.032,BAG,2064,
MDM003657,2025-08-27,SCH0315,Sharma & Sons,oil,,,2820,Pending
MDM006780,2025-11-10,SCH0349,Goyal Enterprises,Rice,,,1468,Due
MDM000334,2025-04-17,SCH0586,S. Agro Works,Mustard Oil,0.244,BORI,1464,Cleared
MDM010159,2026-02-12,SCH0014,Sharma & Sons,Rice,0.648,BAG,1296,Pending
MDM005710,2025-08-23,SCH0114,Sharma & Sons,Rice,46.2,KG,1848,
MDM006144,2026-02-04,SCH0365,Goyal Enterprises,Cooking Oil,57900.0,G,6948,Paid
MDM010070,2025-11-01,SCH0500,Kumar Supplies,oil,42000.0,G,5040,Pending
MDM007371,2026-03-22,SCH0384,Kumar & Co.,Dal,27400.0,G,2466,
MDM001702,2025-11-12,SCH0506,Goyal Enterprises,Mustard Oil,42.1,KG,5052,Due
MDM008114,2025-06-07,SCH0389,Sharma & Sons,Rice,,,1996,Due
MDM003525,2025-08-18,SCH0430,Goyal Mill,Rice,14.0,KG,560,
MDM007338,2025-12-17,SCH0238,Sharma Traders,oil,,,5856,Cleared
MDM004113,2025-10-15,SCH0412,Singh Brothers,Dal,0.442,BORI,1989,Due
MDM001359,2025-08-18,SCH0405,Singh Brothers,Dal,49.2,KG,4428,Paid
MDM002272,2025-09-05,SCH0008,Kumar & Co.,Rice,,,2376,Cleared
MDM009273,2026-01-27,SCH0113,Kumar Supplies,Wheat,,,501,Pending
MDM005362,2025-08-15,SCH0059,Kumar General Store,Rice,39.9,KG,1596,Paid
MDM006836,2026-01-29,SCH0251,Singh Agro,Dal,56300.0,G,5067,Pending
MDM006748,2026-02-17,SCH0017,Sharma Traders,Rice,35600.0,G,1424,
MDM000291,2025-05-24,SCH0386,Kumar General Store,Mustard Oil,,,6864,Pending
MDM011802,2025-04-24,SCH0122,Sharma Traders,Rice,,,912,
MDM001262,2025-10-26,SCH0307,Goyal Mill,Dal,22.1,KG,1989,
MDM008687,2026-02-18,SCH0349,Sharma Traders Pvt Ltd,Rice,56300.0,G,,Due
MDM000968,2025-05-05,SCH0500,Sharma & Sons,Wheat,,,1761,
MDM011792,2026-03-07,SCH0439,S. Agro Works,Rice,39200.0,G,,Cleared
MDM008465,2025-04-14,SCH0136,Kumar Supplies,Mustard Oil,0.722,BAG,4332,Pending
MDM005080,2026-03-09,SCH0506,Sharma Traders Pvt Ltd,oil,,,3948,Paid
MDM004418,2026-01-17,SCH0303,Singh Brothers,Mustard Oil,,,1404,Pending
MDM005482,2026-02-19,SCH0483,Sharma Traders Pvt Ltd,Rice,11.5,KG,460,Paid
MDM000071,2026-03-01,SCH0410,S. Agro Works,Rice,35.0,KG,1400,Cleared
MDM010191,2025-06-25,SCH0482,Kumar General Store,Dal,22200.0,G,1998,Pending
MDM007357,2026-03-04,SCH0326,Sharma Traders,Wheat,,,1599,Paid
MDM006827,2026-02-09,SCH0581,Goyal Mill,Cooking Oil,,,7164,Paid
MDM008411,2026-03-09,SCH0432,Goyal Enterprises,Rice,31000.0,G,1240,
MDM009418,2025-04-05,SCH0328,Goyal Enterprises,Wheat,11.3,KG,339,Cleared
MDM001644,2026-02-06,SCH0477,Sharma & Sons,Dal,,,1863,Cleared
MDM002866,2025-05-02,SCH0084,Kumar & Co.,Wheat,0.7440000000000001,SACK,1116,Due
MDM011854,2025-09-07,SCH0190,Kumar Supplies,Cooking Oil,0.5539999999999999,BORI,3324,Pending
MDM003884,2026-02-24,SCH0200,Goyal Mill,Wheat,,,1494,Paid
MDM011580,2025-11-14,SCH0202,Kumar General Store,oil,0.276,BAG_50KG,1656,Cleared
MDM001079,2025-09-21,SCH0438,Kumar General Store,Cooking Oil,11.8,KG,1416,Cleared
MDM010357,2025-11-01,SCH0437,Kumar Supplies,Atta,0.84,BAG_50KG,1260,Due
MDM003422,2025-11-04,SCH0154,Kumar Supplies,Dal,0.8320000000000001,SACK,3744,Paid
MDM002999,2025-04-19,SCH0546,Goyal Mill,Atta,0.638,BORI,957,Pending
MDM001158,2025-09-29,SCH0151,Goyal Mill,oil,,,1356,Paid
MDM006086,2025-04-18,SCH0027,Singh Brothers,Atta,11100.0,G,333,Pending
MDM010799,2025-12-22,SCH0113,S. Agro Works,Wheat,,,1251,
MDM001237,2025-08-01,SCH0024,Singh Agro,Mustard Oil,45300.0,G,5436,Paid
MDM008338,2026-02-05,SCH0082,Sharma Traders,Atta,18500.0,G,555,Cleared
MDM002128,2025-04-07,SCH0122,Goyal Mill,Dal,,,5391,Pending
MDM007387,2025-11-10,SCH0302,Singh Brothers,Wheat,,,873,Pending
MDM009084,2026-03-13,SCH0343,Goyal Enterprises,Mustard Oil,36800.0,G,4416,Paid
MDM000386,2025-06-10,SCH0390,Goyal Rice Mill,Rice,49700.0,G,1988,Pending
MDM004924,2025-11-02,SCH0036,Kumar Supplies,Dal,0.858,BORI,3861,Cleared
MDM004342,2025-12-11,SCH0242,Sharma & Sons,Rice,,,2200,Pending
MDM005965,2026-01-18,SCH0242,Singh Brothers,Dal,54200.0,G,4878,Pending
MDM004216,2025-06-28,SCH0333,Goyal Enterprises,Dal,51.8,KG,4662,Paid
MDM007079,2026-03-20,SCH0233,Goyal Enterprises,Rice,,,1620,Pending
MDM003194,2025-04-26,SCH0183,Kumar Supplies,Dal,0.632,BAG_50KG,2844,Paid
MDM003563,2025-10-17,SCH0157,Sharma Traders Pvt Ltd,Rice,20.2,KG,,Pending
MDM005027,2025-11-24,SCH0205,Singh Brothers,Dal,22600.0,G,2034,Due
MDM011076,2025-09-20,SCH0348,Kumar General Store,Wheat,,,675,Paid
MDM007509,2025-09-14,SCH0070,Kumar Supplies,Rice,,,584,Paid
MDM001431,2026-01-12,SCH0135,Sharma & Sons,Cooking Oil,,,2652,Paid
MDM009569,2026-02-04,SCH0477,Singh Brothers,Rice,,,2140,Paid
MDM005181,2025-05-10,SCH0084,Goyal Enterprises,oil,41.6,KG,4992,
MDM000048,2025-10-26,SCH0504,Singh Brothers,Dal,23500.0,G,2115,Due
MDM001003,2026-03-23,SCH0551,Singh Brothers,Rice,1.044,BAG_50KG,2088,Pending
MDM007220,2025-04-11,SCH0042,Sharma Traders Pvt Ltd,Mustard Oil,0.772,BAG,,Paid
MDM002617,2025-06-09,SCH0325,Kumar & Co.,Dal,50900.0,G,4581,Cleared
MDM004093,2025-09-02,SCH0409,Kumar & Co.,Rice,,,528,Due
MDM010568,2025-09-19,SCH0405,Goyal Rice Mill,Dal,15100.0,G,1359,Cleared
MDM005145,2026-01-12,SCH0276,Goyal Rice Mill,Mustard Oil,28300.0,G,3396,Due
MDM003828,2025-06-13,SCH0237,Sharma & Sons,Atta,0.496,SACK,744,
MDM000222,2025-10-04,SCH0176,Sharma Traders Pvt Ltd,Dal,18600.0,G,1674,Paid
MDM000534,2025-05-01,SCH0009,S. Agro Works,Rice,14200.0,G,568,
MDM003955,2025-10-16,SCH0600,Goyal Enterprises,Wheat,19.7,KG,591,Pending
MDM009659,2025-07-31,SCH0481,Goyal Enterprises,Cooking Oil,,,2472,Cleared
MDM003234,2025-11-02,SCH0376,Goyal Mill,Mustard Oil,0.496,BORI,2976,Due
MDM000612,2025-10-18,SCH0209,Goyal Mill,Mustard Oil,57000.0,G,6840,Paid
MDM002520,2025-04-26,SCH0080,Kumar General Store,Wheat,,,1524,Paid
MDM002341,2025-09-23,SCH0500,Kumar General Store,Wheat,32.3,KG,969,Pending
MDM000102,2025-04-04,SCH0316,Kumar & Co.,Dal,40.5,KG,3645,Cleared
MDM011108,2025-05-21,SCH0323,Singh Agro,Dal,39.7,KG,3573,Due
MDM008269,2025-06-24,SCH0390,Kumar & Co.,Wheat,33.1,KG,993,Pending
MDM009749,2026-03-21,SCH0396,Singh Brothers,Mustard Oil,0.662,BAG,3972,Paid
MDM010640,2026-03-18,SCH0597,S. Agro Works,Cooking Oil,56.9,KG,6828,Cleared
MDM011340,2025-04-19,SCH0151,Sharma & Sons,Wheat,11.9,KG,357,Pending
MDM010470,2025-08-27,SCH0576,Kumar Supplies,Rice,39500.0,G,1580,Pending
MDM004711,2025-04-26,SCH0306,Goyal Mill,Atta,42.5,KG,1275,Paid
MDM002378,2026-01-08,SCH0517,Kumar Supplies,Dal,12.0,KG,1080,
MDM002689,2025-07-28,SCH0394,Kumar Supplies,Wheat,,,1578,Paid
MDM003974,2025-11-30,SCH0312,Goyal Rice Mill,Rice,19.1,KG,764,Paid
MDM003007,2025-10-02,SCH0502,Singh Brothers,Dal,52900.0,G,4761,Paid
MDM003298,2025-10-15,SCH0525,Sharma Traders,Dal,,,4824,Paid
MDM011074,2025-08-05,SCH0120,Goyal Rice Mill,Wheat,,,999,Cleared
MDM007365,2025-04-19,SCH0133,S. Agro Works,Dal,,,4950,Due
MDM010392,2025-07-07,SCH0048,Singh Agro,Wheat,27.7,KG,831,
MDM005279,2025-04-30,SCH0354,Singh Brothers,Mustard Oil,,,4572,Pending
MDM002484,2025-07-19,SCH0016,Kumar Supplies,Cooking Oil,0.492,BAG_50KG,2952,Cleared
MDM003859,2026-01-17,SCH0383,Singh Agro,Atta,23.8,KG,714,
MDM001278,2026-02-02,SCH0440,Singh Brothers,Wheat,45.4,KG,1362,Paid
MDM006978,2026-03-09,SCH0210,Goyal Mill,Dal,28.1,KG,2529,
MDM006926,2025-06-03,SCH0526,S. Agro Works,Rice,0.8059999999999999,BAG,1612,Paid
MDM003112,2026-02-16,SCH0093,Kumar & Co.,Dal,57.2,KG,5148,Pending
MDM005749,2025-05-20,SCH0024,Kumar Supplies,oil,57100.0,G,6852,Due
MDM011536,2025-07-04,SCH0194,S. Agro Works,Atta,43500.0,G,1305,Pending
MDM006940,2025-05-09,SCH0169,Singh Agro,Dal,51.9,KG,4671,Due
MDM006785,2025-08-30,SCH0532,Sharma Traders,Wheat,38800.0,G,1164,Paid
MDM010095,2025-12-21,SCH0396,Sharma & Sons,Wheat,,,444,Pending
MDM005949,2026-01-08,SCH0301,Goyal Enterprises,Rice,19.0,KG,,Paid
MDM006342,2026-03-22,SCH0284,Singh Brothers,Dal,0.7240000000000001,BAG_50KG,3258,
MDM002319,2025-11-22,SCH0232,S. Agro Works,Dal,0.276,BAG,1242,Pending
MDM010906,2025-10-23,SCH0368,Singh Brothers,Dal,54100.0,G,4869,Cleared
MDM002993,2025-09-07,SCH0452,Goyal Mill,Atta,0.532,SACK,798,Pending
MDM011759,2025-04-16,SCH0191,S. Agro Works,Rice,0.848,BAG,1696,Cleared
MDM006698,2025-06-10,SCH0323,Kumar & Co.,Wheat,58.4,KG,1752,Due
MDM003820,2026-03-06,SCH0463,Goyal Enterprises,Wheat,,,1266,Cleared
MDM007276,2025-11-15,SCH0081,S. Agro Works,Wheat,39200.0,G,1176,Pending
MDM000020,2026-03-28,SCH0320,Kumar General Store,Dal,0.7659999999999999,BAG,3446,Pending
MDM004533,2025-04-20,SCH0600,Kumar & Co.,Dal,,,5355,Paid
MDM005921,2025-04-03,SCH0481,S. Agro Works,Wheat,,,600,Due
MDM007143,2025-07-08,SCH0414,Goyal Enterprises,Wheat,,,1200,Pending
MDM005636,2025-07-07,SCH0067,Kumar General Store,Rice,,,2128,Pending
MDM005071,2026-01-31,SCH0204,Kumar General Store,Cooking Oil,0.856,BORI,5136,Pending
MDM005152,2026-01-10,SCH0531,Goyal Enterprises,Rice,,,2048,Paid
MDM004112,2026-03-27,SCH0583,Kumar & Co.,Rice,12500.0,G,500,Pending
MDM002667,2025-04-15,SCH0515,Goyal Enterprises,Atta,45.4,KG,1362,Pending
MDM010830,2025-06-24,SCH0188,Kumar Supplies,Dal,24.9,KG,2241,Cleared
MDM006707,2025-07-20,SCH0388,Goyal Mill,Dal,42.8,KG,3852,Cleared
MDM001414,2025-06-23,SCH0426,Sharma Traders,oil,0.976,SACK,5856,Pending
MDM004404,2025-12-06,SCH0589,Kumar Supplies,Rice,18.3,KG,732,Pending
MDM000322,2025-11-08,SCH0182,Kumar General Store,Dal,0.598,BAG,2691,Pending
MDM005641,2025-05-10,SCH0167,Sharma Traders Pvt Ltd,Rice,40400.0,G,,Cleared
MDM009090,2025-09-04,SCH0180,Singh Agro,Wheat,51.5,KG,1545,Cleared
MDM008103,2025-10-21,SCH0170,Sharma Traders,Wheat,52000.0,G,,Paid
MDM002070,2025-09-15,SCH0246,Goyal Rice Mill,Dal,14800.0,G,1332,Cleared
MDM004961,2025-06-01,SCH0498,Singh Brothers,Mustard Oil,,,,Paid
MDM006176,2025-07-07,SCH0458,Kumar & Co.,Dal,,,3798,
MDM008060,2025-09-01,SCH0026,S. Agro Works,Rice,0.54,BAG,1080,Pending
MDM010207,2026-02-09,SCH0159,S. Agro Works,Dal,,,5256,Due
MDM004443,2025-04-22,SCH0310,Kumar & Co.,Wheat,0.7020000000000001,BORI,1053,
MDM004891,2025-05-14,SCH0324,Goyal Mill,Dal,0.24,BAG,1080,
MDM002037,2026-03-08,SCH0568,Goyal Rice Mill,Rice,,,2260,Pending
MDM004203,2025-05-01,SCH0053,S. Agro Works,Cooking Oil,44.4,KG,5328,Pending
MDM008444,2025-10-17,SCH0191,Sharma Traders,Rice,,,1528,Paid
MDM005372,2025-11-05,SCH0569,Sharma Traders Pvt Ltd,Dal,35.9,KG,3231,Pending
MDM000451,2025-10-06,SCH0501,Sharma Traders,Dal,,,1404,Paid
MDM011114,2025-11-09,SCH0013,Kumar General Store,Dal,15500.0,G,1395,Paid
MDM010644,2025-08-31,SCH0161,Kumar General Store,Rice,14000.0,G,560,Cleared
MDM000264,2025-12-19,SCH0236,Kumar General Store,Rice,23.3,KG,932,Cleared
MDM005258,2025-09-01,SCH0281,Goyal Mill,Atta,,,816,Paid
MDM008618,2025-08-18,SCH0222,S. Agro Works,Rice,41.7,KG,1668,Pending
MDM007094,2026-01-09,SCH0247,Kumar & Co.,Rice,,,540,Cleared
MDM009160,2025-11-30,SCH0272,S. Agro Works,Dal,21.7,KG,1953,Pending
MDM008867,2025-06-29,SCH0078,Singh Brothers,Mustard Oil,53.9,KG,6468,
MDM002451,2025-08-22,SCH0385,Goyal Enterprises,Wheat,0.828,BAG,1242,
MDM008186,2025-07-13,SCH0297,Kumar & Co.,Dal,37.0,KG,3330,Paid
MDM007189,2026-01-09,SCH0392,Kumar Supplies,Mustard Oil,,,5028,Paid
MDM000474,2026-03-01,SCH0596,Kumar Supplies,Dal,43600.0,G,3924,Paid
MDM008976,2025-12-26,SCH0022,Singh Brothers,Dal,,,981,Cleared
MDM002914,2025-07-11,SCH0063,Sharma Traders Pvt Ltd,Rice,44.2,KG,1768,Paid
MDM008929,2025-10-24,SCH0158,Sharma Traders,Wheat,19500.0,G,585,Paid
MDM001767,2025-07-15,SCH0358,Kumar Supplies,Wheat,,,1626,Pending
MDM009669,2026-01-26,SCH0158,Sharma Traders,Rice,46.0,KG,1840,
MDM005495,2025-12-08,SCH0263,Sharma & Sons,Dal,39500.0,G,3555,
MDM010418,2025-05-28,SCH0148,S. Agro Works,Mustard Oil,35.5,KG,4260,Pending
MDM005677,2025-09-28,SCH0364,Singh Agro,Dal,30.0,KG,2700,Paid
MDM001422,2026-02-03,SCH0369,Goyal Rice Mill,Dal,33.6,KG,3024,Paid
MDM007989,2025-05-14,SCH0391,Goyal Enterprises,oil,1.046,SACK,6276,Cleared
MDM011390,2025-04-19,SCH0349,Kumar & Co.,Rice,,,,Pending
MDM011671,2025-08-04,SCH0053,Kumar General Store,Wheat,35400.0,G,1062,Pending
MDM010865,2025-09-09,SCH0199,Goyal Mill,oil,0.7020000000000001,BAG,4212,Paid
MDM008729,2026-03-18,SCH0290,Singh Agro,Rice,55100.0,G,2204,Paid
MDM009600,2025-11-28,SCH0528,Kumar & Co.,Dal,18300.0,G,1647,Pending
MDM002808,2026-01-09,SCH0579,Sharma Traders,Wheat,,,576,Pending
MDM003636,2025-09-26,SCH0407,Kumar Supplies,Rice,25.5,KG,1020,
MDM008461,2025-08-05,SCH0585,Sharma Traders,Dal,,,3834,Paid
MDM001209,2025-08-02,SCH0248,S. Agro Works,Rice,30.8,KG,1232,Due
MDM011484,2025-07-22,SCH0084,Goyal Enterprises,Dal,37.5,KG,3375,Paid
MDM008745,2025-10-31,SCH0284,Sharma Traders Pvt Ltd,oil,,,3108,Cleared
MDM002120,2025-05-27,SCH0274,Sharma & Sons,Rice,,,892,Cleared
MDM006076,2026-02-07,SCH0150,Goyal Enterprises,Cooking Oil,0.278,BAG,1668,Paid
MDM010265,2025-12-10,SCH0072,Kumar General Store,Cooking Oil,,,5148,Cleared
MDM009648,2025-07-01,SCH0386,Kumar General Store,Rice,,,1272,Paid
MDM008160,2025-10-19,SCH0369,Goyal Enterprises,Rice,20.3,KG,812,Cleared
MDM004337,2025-04-08,SCH0124,Singh Brothers,Mustard Oil,16.9,KG,2028,Paid
MDM008399,2026-01-15,SCH0548,Singh Agro,Mustard Oil,,,3948,Pending
MDM002239,2025-12-18,SCH0515,Sharma & Sons,Wheat,52.1,KG,1563,
MDM001990,2026-01-12,SCH0521,Singh Agro,Rice,1.052,BAG_50KG,2104,Cleared
MDM007634,2026-01-17,SCH0531,Goyal Rice Mill,Dal,,,2196,Cleared
MDM002803,2025-05-02,SCH0176,Sharma & Sons,Atta,1.12,BAG,1680,Pending
MDM007615,2026-01-24,SCH0574,Goyal Mill,Mustard Oil,33.3,KG,3996,Pending
MDM002880,2025-09-17,SCH0061,Singh Agro,Dal,0.332,BAG,1494,Paid
MDM008050,2025-05-08,SCH0572,Kumar General Store,Wheat,55.3,KG,1659,Pending
MDM008728,2026-02-08,SCH0050,Goyal Mill,Dal,24.7,KG,2223,Pending
MDM007485,2025-05-18,SCH0558,S. Agro Works,Wheat,,,819,
MDM003895,2025-07-02,SCH0452,Kumar Supplies,Dal,10800.0,G,972,Paid
MDM001434,2026-01-02,SCH0154,Singh Agro,Rice,,,1596,Due
MDM002035,2026-03-20,SCH0168,S. Agro Works,Dal,,,4869,Due
MDM000096,2026-01-27,SCH0416,Sharma Traders,Rice,,,764,Pending
MDM002686,2025-12-21,SCH0527,Sharma Traders,Dal,59.5,KG,5355,Paid
MDM005897,2025-11-01,SCH0556,Goyal Rice Mill,Dal,37700.0,G,3393,Due
MDM011254,2025-11-14,SCH0019,Kumar & Co.,oil,29.6,KG,3552,Due
MDM003099,2025-06-30,SCH0586,Kumar & Co.,Dal,,,1530,Pending
MDM000060,2025-06-18,SCH0157,Sharma Traders,Rice,1.2,BAG,2400,Pending
MDM008248,2025-06-17,SCH0558,Sharma & Sons,Dal,20.3,KG,1827,Cleared
MDM011464,2025-10-31,SCH0383,Kumar General Store,Dal,,,,Due
MDM003308,2025-10-30,SCH0112,Kumar Supplies,Wheat,1.062,BAG,1593,Pending
MDM008376,2025-08-20,SCH0054,S. Agro Works,Dal,,,4329,Due
MDM005406,2025-12-23,SCH0465,Sharma Traders Pvt Ltd,Wheat,,,960,
MDM003818,2025-04-15,SCH0021,Sharma Traders Pvt Ltd,Rice,27.3,KG,1092,
MDM001965,2025-06-21,SCH0141,Goyal Enterprises,Dal,59.0,KG,5310,
MDM003786,2025-04-20,SCH0201,Sharma & Sons,Wheat,45.9,KG,1377,Pending
MDM006648,2025-07-24,SCH0187,Kumar General Store,Dal,52200.0,G,4698,Pending
MDM008987,2025-11-20,SCH0422,Goyal Enterprises,Wheat,0.382,BAG,573,Pending
MDM003574,2025-07-07,SCH0498,Sharma Traders,Mustard Oil,,,4008,Paid
MDM001924,2026-03-04,SCH0307,Goyal Mill,Cooking Oil,15200.0,G,1824,
MDM008818,2025-08-27,SCH0325,Sharma Traders Pvt Ltd,Dal,,,4887,Paid
MDM002679,2026-03-08,SCH0498,Kumar Supplies,Mustard Oil,26800.0,G,3216,Pending
MDM006744,2025-08-27,SCH0373,Kumar & Co.,Dal,28.1,KG,2529,Due
MDM010264,2025-10-26,SCH0444,Sharma Traders Pvt Ltd,Cooking Oil,0.41,BORI,2460,
MDM002974,2025-05-28,SCH0458,Sharma Traders,oil,10.8,KG,1296,Paid
MDM001108,2025-06-18,SCH0525,S. Agro Works,Mustard Oil,24.9,KG,2988,Due
MDM011485,2025-11-14,SCH0123,Sharma & Sons,Dal,29700.0,G,2673,Paid
MDM010443,2025-08-26,SCH0276,Sharma Traders Pvt Ltd,Dal,41700.0,G,3753,Pending
MDM005287,2025-10-07,SCH0562,Goyal Rice Mill,Rice,,,828,Paid
MDM006875,2025-08-20,SCH0587,Singh Brothers,Dal,,,4176,Pending
MDM010693,2026-01-23,SCH0019,Sharma & Sons,Cooking Oil,58400.0,G,7008,Due
MDM006928,2025-12-20,SCH0386,Sharma Traders,Dal,19100.0,G,1719,
MDM003822,2026-01-04,SCH0258,Kumar & Co.,Mustard Oil,1.148,BORI,6888,Paid
MDM000374,2026-02-27,SCH0055,Singh Brothers,Rice,56.5,KG,,Due
MDM006077,2025-10-15,SCH0023,Sharma Traders,Wheat,1.144,BAG_50KG,1716,Paid
MDM001635,2025-08-09,SCH0555,Sharma & Sons,Dal,0.39,BAG,1755,Pending
MDM003430,2025-06-05,SCH0502,Kumar Supplies,Dal,,,1485,Paid
MDM011940,2025-08-31,SCH0248,Kumar & Co.,Dal,55.0,KG,,
MDM007439,2025-09-21,SCH0413,Sharma Traders Pvt Ltd,Rice,14.7,KG,588,Due
MDM001023,2026-03-03,SCH0310,Sharma Traders Pvt Ltd,Mustard Oil,,,2088,Paid
MDM005271,2025-12-17,SCH0372,Sharma & Sons,Mustard Oil,0.218,BAG_50KG,1308,Pending
MDM003679,2025-09-21,SCH0032,Sharma Traders Pvt Ltd,Dal,30400.0,G,,Pending
MDM007925,2025-07-05,SCH0462,Singh Agro,Rice,53000.0,G,2120,Pending
MDM006327,2025-05-15,SCH0339,Kumar General Store,Wheat,,,660,Paid
MDM000745,2025-11-25,SCH0007,Kumar General Store,Rice,29.4,KG,1176,Paid
MDM010985,2025-07-31,SCH0463,Kumar General Store,Wheat,,,852,
MDM004098,2025-07-14,SCH0054,Sharma Traders Pvt Ltd,Wheat,0.9520000000000001,SACK,1428,Pending
MDM003367,2025-07-15,SCH0370,Goyal Enterprises,Wheat,,,1083,Pending
MDM008391,2026-02-03,SCH0365,Sharma Traders Pvt Ltd,Dal,33.1,KG,2979,Paid
MDM004703,2025-07-30,SCH0049,Goyal Mill,Dal,,,2295,
MDM008869,2025-07-12,SCH0136,Sharma & Sons,Rice,0.522,BAG,1044,Cleared
MDM001048,2025-10-26,SCH0387,Singh Agro,Wheat,,,1455,Due
MDM010948,2025-10-23,SCH0070,Goyal Mill,Mustard Oil,0.91,SACK,5460,Paid
MDM004190,2025-11-10,SCH0385,Sharma Traders,Rice,24.9,KG,996,Paid
MDM000896,2026-02-01,SCH0339,Sharma & Sons,Cooking Oil,,,1812,
MDM004405,2026-03-25,SCH0555,Kumar & Co.,Rice,31500.0,G,1260,Paid
MDM008857,2025-07-16,SCH0313,Sharma & Sons,Dal,,,1827,Pending
MDM001400,2026-02-03,SCH0161,Goyal Mill,Wheat,37.4,KG,1122,Due
MDM006770,2025-05-08,SCH0578,Sharma Traders Pvt Ltd,Rice,53500.0,G,2140,
MDM005112,2025-05-17,SCH0398,Singh Brothers,Wheat,0.202,BAG,303,Paid
MDM001435,2025-08-20,SCH0437,Kumar & Co.,Mustard Oil,41.7,KG,5004,Due
